1  -48.000000 0.000000
1 2 -27.505498 -0.880114
1 3 -38.674798 -311.116977
1 4 -33.152584 -391.763716
1 5 -28.547117 -0.345705
1 6 -36.174290 -373.590456
1 7 -41.786938 -206.302059
1 8 -35.553472 -423.982236
1 9 -43.187021 -253.729684
1 10 -44.937995 -405.598736
1 11 -46.964323 -267.970519
1 12 -35.299676 -229.835357
1 13 -35.484910 -240.005771
1 14 -45.299516 -723.530674
1 15 -34.487166 -347.119612
1 16 -41.109725 -368.667143
1 17 -40.454189 -280.939465
1 18 -37.820664 -299.526357
1 19 -34.699398 -259.585360
1 20 -45.663809 -729.449800
2 16 -39.912050 -332.556370
2 17 -37.045647 -317.076324
2 18 -32.894228 -223.202094
2 19 -21.142011 -1.340126
2 20 -43.752889 -Inf
2 1  3 -18.312849 -1.302696
2 1  4 -17.709030 -119.938101
2 1  5 -7.162696 -1.054777
2 1  6 -11.198763 -250.553190
2 1  7 -13.548533 -1.058806
2 1  8 -14.218256 -84.008579
2 1  9 -15.164424 -1.786736
2 1  10 -23.231089 -398.085736
2 1  11 -9.819342 -1.644172
2 1  12 -9.159786 -90.430841
2 1  13 -12.402069 -247.272442
2 1  14 -17.178835 -345.455015
2 1  15 -15.459551 -220.072002
2 1  16 -24.042735 -333.436484
2 1  17 -16.354695 -317.956438
2 1  18 -12.915581 -224.082208
2 1  19 -13.174495 -2.220240
2 1  20 -20.178752 -Inf
2 3  4 -16.884798 -119.480570
2 3  5 -7.868020 -0.597245
2 3  6 -15.842598 -250.095659
2 3  7 -12.936943 -0.601275
2 3  8 -15.583868 -83.551047
2 3  9 -10.478565 -1.329204
2 3  10 -24.067179 -397.628204
2 3  11 -16.744743 -1.186641
2 3  12 -14.621000 -89.973309
2 3  13 -14.625554 -246.814911
2 3  14 -20.168475 -344.997483
2 3  15 -17.909202 -219.614471
2 3  16 -26.234434 -332.978953
2 3  17 -24.535675 -317.498906
2 3  18 -17.676412 -223.624676
2 3  19 -14.345116 -1.762709
2 3  20 -31.040814 -Inf
2 4  5 -5.445391 -119.232651
2 4  6 -18.150533 -368.731064
2 4  7 -13.753300 -119.236680
2 4  8 -16.445228 -202.186452
2 4  9 -10.861648 -119.964610
2 4  10 -22.202763 -516.263610
2 4  11 -7.492875 -119.822046
2 4  12 -13.418333 -208.608715
2 4  13 -14.189748 -365.450316
2 4  14 -22.244214 -463.632889
2 4  15 -17.324136 -338.249876
2 4  16 -22.774605 -451.614358
2 4  17 -18.855333 -436.134312
2 4  18 -14.934287 -342.260081
2 4  19 -13.927790 -120.398114
2 4  20 -22.031602 -Inf
2 5  6 -7.648799 -249.847740
2 5  7 -7.791472 -0.353356
2 5  8 -6.711827 -83.303128
2 5  9 -8.209384 -1.081285
2 5  10 -10.163818 -397.380286
2 5  11 -8.919657 -0.938722
2 5  12 -10.015643 -89.725390
2 5  13 -7.343358 -246.566992
2 5  14 -9.300206 -344.749564
2 5  15 -7.750630 -219.366552
2 5  16 -11.186654 -332.731034
2 5  17 -10.543345 -317.250987
2 5  18 -10.701276 -223.376757
2 5  19 -8.111257 -1.514790
2 5  20 -10.172531 -Inf
2 6  7 -11.183940 -249.851769
2 6  8 -14.470479 -332.801542
2 6  9 -13.301156 -250.579699
2 6  10 -17.662320 -646.878699
2 6  11 -12.902596 -250.437135
2 6  12 -18.400622 -339.223804
2 6  13 -18.986261 -496.065405
2 6  14 -15.931369 -594.247978
2 6  15 -16.228717 -468.864965
2 6  16 -17.372115 -582.229447
2 6  17 -16.847645 -566.749401
2 6  18 -19.479656 -472.875171
2 6  19 -17.125099 -251.013203
2 6  20 -18.580378 -Inf
2 7  8 -10.898321 -83.307157
2 7  9 -16.693923 -1.085315
2 7  10 -13.563354 -397.384315
2 7  11 -14.628774 -0.942751
2 7  12 -10.157519 -89.729420
2 7  13 -11.143987 -246.571021
2 7  14 -13.527130 -344.753594
2 7  15 -10.978586 -219.370581
2 7  16 -14.236631 -332.735063
2 7  17 -17.175756 -317.255017
2 7  18 -13.307043 -223.380786
2 7  19 -10.026838 -1.518819
2 7  20 -15.782669 -Inf
2 8  9 -13.162775 -84.035087
2 8  10 -17.221551 -480.334087
2 8  11 -10.085610 -83.892524
2 8  12 -11.827271 -172.679192
2 8  13 -13.890401 -329.520794
2 8  14 -14.209074 -427.703366
2 8  15 -19.204535 -302.320354
2 8  16 -17.290726 -415.684835
2 8  17 -15.104826 -400.204789
2 8  18 -12.580906 -306.330559
2 8  19 -13.154716 -84.468591
2 8  20 -17.649780 -Inf
2 9  10 -20.563562 -398.112244
2 9  11 -22.209649 -1.670681
2 9  12 -13.778563 -90.457349
2 9  13 -13.247873 -247.298951
2 9  14 -21.119837 -345.481523
2 9  15 -13.894894 -220.098511
2 9  16 -19.596388 -333.462993
2 9  17 -22.845576 -317.982946
2 9  18 -15.723204 -224.108716
2 9  19 -13.850327 -2.246749
2 9  20 -25.356463 -Inf
2 10  11 -20.359809 -397.969681
2 10  12 -19.274818 -486.756349
2 10  13 -17.615330 -643.597951
2 10  14 -28.899331 -741.780523
2 10  15 -19.592169 -616.397511
2 10  16 -30.193481 -729.761993
2 10  17 -22.397307 -714.281946
2 10  18 -23.257583 -620.407716
2 10  19 -15.860964 -398.545749
2 10  20 -30.020557 -Inf
2 11  12 -16.431903 -90.314786
2 11  13 -12.655875 -247.156387
2 11  14 -24.844532 -345.338960
2 11  15 -11.282944 -219.955947
2 11  16 -22.000862 -333.320429
2 11  17 -25.052155 -317.840383
2 11  18 -18.900105 -223.966153
2 11  19 -12.873572 -2.104185
2 11  20 -25.451494 -Inf
2 12  13 -15.627632 -335.943056
2 12  14 -16.449127 -434.125628
2 12  15 -14.009233 -308.742616
2 12  16 -16.593453 -422.107097
2 12  17 -17.716030 -406.627051
2 12  18 -18.363191 -312.752821
2 12  19 -14.479387 -90.890854
2 12  20 -15.944711 -Inf
2 13  14 -15.378030 -590.967230
2 13  15 -16.112335 -465.584217
2 13  16 -18.603775 -578.948699
2 13  17 -17.416035 -563.468653
2 13  18 -16.610719 -469.594423
2 13  19 -18.464339 -247.732455
2 13  20 -16.811232 -Inf
2 14  15 -17.663424 -563.766790
2 14  16 -31.326897 -677.131271
2 14  17 -26.674640 -661.651225
2 14  18 -18.818425 -567.776995
2 14  19 -13.902381 -345.915028
2 14  20 -38.403307 -Inf
2 15  16 -18.300129 -551.748259
2 15  17 -18.236749 -536.268213
2 15  18 -13.770320 -442.393983
2 15  19 -14.186862 -220.532015
2 15  20 -19.386948 -Inf
2 16  17 -28.037750 -649.632694
2 16  18 -20.065799 -555.758464
2 16  19 -18.712669 -333.896497
2 16  20 -34.177664 -Inf
2 17  18 -21.201598 -540.278418
2 17  19 -17.244246 -318.416451
2 17  20 -28.598565 -Inf
2 18  19 -15.318587 -224.542220
2 18  20 -21.187584 -Inf
2 19  20 -16.317995 -Inf
3  -48.000000 0.000000
3 1 -35.339381 -311.116977
3 2 -22.100022 -0.422582
3 4 -37.259117 -443.101101
3 5 -30.851119 -354.001502
3 6 -41.374035 -428.145725
3 7 -43.248495 -670.433561
3 8 -29.766397 -139.623624
3 9 -23.882999 -0.143107
3 10 -42.764758 -93.889390
3 11 -38.995296 -378.968525
3 12 -36.191834 -239.473964
3 13 -39.697735 -415.853689
3 14 -42.732924 -371.866443
3 15 -28.621949 -205.482155
3 16 -39.882903 -221.434978
3 17 -40.481281 -526.294258
3 18 -36.654379 -370.739061
3 19 -38.049665 -367.119238
3 20 -44.303997 -654.881829
3 1  2 -16.880624 -311.539559
3 1  4 -28.707166 -754.218078
3 1  5 -20.162847 -665.118479
3 1  6 -27.699610 -739.262702
3 1  7 -25.827097 -981.550538
3 1  8 -19.066892 -450.740602
3 1  9 -10.738029 -311.260084
3 1  10 -25.758083 -405.006368
3 1  11 -21.145931 -690.085503
3 1  12 -21.557260 -550.590941
3 1  13 -23.262740 -726.970666
3 1  14 -25.086063 -682.983420
3 1  15 -20.428731 -516.599133
3 1  16 -29.193361 -532.551955
3 1  17 -25.423849 -837.411235
3 1  18 -21.478988 -681.856038
3 1  19 -22.516343 -678.236215
3 1  20 -27.137101 -965.998806
3 2  4 -18.759274 -443.523683
3 2  5 -20.464209 -354.424084
3 2  6 -17.715139 -428.568307
3 2  7 -19.042975 -670.856143
3 2  8 -19.348795 -140.046207
3 2  9 -7.162221 -0.565689
3 2  10 -16.162316 -94.311973
3 2  11 -18.437859 -379.391108
3 2  12 -17.082430 -239.896546
3 2  13 -17.285248 -416.276271
3 2  14 -14.305159 -372.289025
3 2  15 -18.877219 -205.904738
3 2  16 -17.740821 -221.857560
3 2  17 -20.442020 -526.716840
3 2  18 -15.235223 -371.161643
3 2  19 -17.010128 -367.541820
3 2  20 -18.559876 -655.304411
3 4  5 -19.535188 -797.102603
3 4  6 -35.105461 -871.246826
3 4  7 -26.941095 -1113.534661
3 4  8 -18.578242 -582.724725
3 4  9 -10.773665 -443.244207
3 4  10 -28.053800 -536.990491
3 4  11 -21.399306 -822.069626
3 4  12 -26.312059 -682.575065
3 4  13 -26.101985 -858.954789
3 4  14 -27.887561 -814.967543
3 4  15 -20.803897 -648.583256
3 4  16 -25.255889 -664.536078
3 4  17 -27.125243 -969.395358
3 4  18 -26.003128 -813.840161
3 4  19 -24.765777 -810.220338
3 4  20 -32.525462 -1097.982929
3 5  6 -26.077105 -782.147227
3 5  7 -27.017790 -1024.435063
3 5  8 -19.382106 -493.625126
3 5  9 -10.704744 -354.144608
3 5  10 -25.158287 -447.890892
3 5  11 -21.237970 -732.970027
3 5  12 -24.753828 -593.475466
3 5  13 -25.917984 -769.855191
3 5  14 -24.311189 -725.867945
3 5  15 -20.135762 -559.483657
3 5  16 -23.120337 -575.436480
3 5  17 -25.181748 -880.295759
3 5  18 -23.171007 -724.740563
3 5  19 -25.520557 -721.120739
3 5  20 -25.531280 -1008.883330
3 6  7 -35.045852 -1098.579286
3 6  8 -23.030435 -567.769349
3 6  9 -10.964506 -428.288832
3 6  10 -30.920099 -522.035116
3 6  11 -22.720800 -807.114250
3 6  12 -28.197168 -667.619689
3 6  13 -34.239880 -843.999414
3 6  14 -31.402182 -800.012168
3 6  15 -20.638584 -633.627880
3 6  16 -27.449488 -649.580703
3 6  17 -30.810836 -954.439983
3 6  18 -32.150498 -798.884786
3 6  19 -31.086700 -795.264963
3 6  20 -36.897389 -1083.027554
3 7  8 -23.865066 -810.057185
3 7  9 -14.120826 -670.576667
3 7  10 -28.233205 -764.322951
3 7  11 -32.918135 -1049.402086
3 7  12 -30.315278 -909.907525
3 7  13 -30.989934 -1086.287249
3 7  14 -30.242180 -1042.300003
3 7  15 -20.821025 -875.915716
3 7  16 -25.023716 -891.868538
3 7  17 -34.396055 -1196.727818
3 7  18 -31.449917 -1041.172621
3 7  19 -28.973757 -1037.552798
3 7  20 -34.041059 -1325.315389
3 8  9 -10.781395 -139.766731
3 8  10 -23.173943 -233.513015
3 8  11 -20.645264 -518.592150
3 8  12 -21.754110 -379.097589
3 8  13 -25.069250 -555.477313
3 8  14 -22.331312 -511.490067
3 8  15 -24.545589 -345.105780
3 8  16 -21.109866 -361.058602
3 8  17 -21.142048 -665.917882
3 8  18 -20.005022 -510.362685
3 8  19 -21.974543 -506.742862
3 8  20 -26.836286 -794.505453
3 9  10 -12.869925 -94.032497
3 9  11 -19.777784 -379.111632
3 9  12 -11.775341 -239.617071
3 9  13 -10.324568 -415.996795
3 9  14 -17.902744 -372.009549
3 9  15 -10.755802 -205.625262
3 9  16 -15.668516 -221.578084
3 9  17 -19.173277 -526.437364
3 9  18 -12.351514 -370.882167
3 9  19 -10.047280 -367.262344
3 9  20 -14.095487 -655.024935
3 10  11 -22.094199 -472.857916
3 10  12 -29.058781 -333.363355
3 10  13 -32.625845 -509.743079
3 10  14 -27.772105 -465.755833
3 10  15 -22.519597 -299.371546
3 10  16 -28.448650 -315.324368
3 10  17 -29.525481 -620.183648
3 10  18 -27.071978 -464.628451
3 10  19 -33.390483 -461.008628
3 10  20 -33.861344 -748.771219
3 11  12 -22.768664 -618.442490
3 11  13 -24.002875 -794.822214
3 11  14 -30.050687 -750.834968
3 11  15 -20.899038 -584.450681
3 11  16 -24.197610 -600.403503
3 11  17 -30.748790 -905.262783
3 11  18 -23.531102 -749.707586
3 11  19 -22.253975 -746.087763
3 11  20 -34.482930 -1033.850354
3 12  13 -24.904635 -655.327653
3 12  14 -30.282847 -611.340407
3 12  15 -18.469285 -444.956120
3 12  16 -23.565284 -460.908942
3 12  17 -27.121311 -765.768222
3 12  18 -31.863443 -610.213025
3 12  19 -24.435036 -606.593202
3 12  20 -30.583652 -894.355793
3 13  14 -29.341151 -787.720131
3 13  15 -24.116658 -621.335844
3 13  16 -32.233925 -637.288666
3 13  17 -31.524350 -942.147946
3 13  18 -27.308695 -786.592749
3 13  19 -33.962171 -782.972926
3 13  20 -34.364051 -1070.735517
3 14  15 -21.599986 -577.348598
3 14  16 -27.541553 -593.301420
3 14  17 -31.271243 -898.160700
3 14  18 -30.767192 -742.605503
3 14  19 -26.853881 -738.985680
3 14  20 -38.369867 -1026.748271
3 15  16 -19.109178 -426.917133
3 15  17 -19.509348 -731.776413
3 15  18 -18.057431 -576.221216
3 15  19 -19.873384 -572.601393
3 15  20 -24.800172 -860.363984
3 16  17 -31.165062 -747.729235
3 16  18 -23.631149 -592.174038
3 16  19 -31.184942 -588.554215
3 16  20 -33.745301 -876.316806
3 17  18 -25.666863 -897.033318
3 17  19 -30.594133 -893.413495
3 17  20 -34.602375 -1181.176086
3 18  19 -23.945614 -737.858298
3 18  20 -30.176924 -1025.620889
3 19  20 -32.369850 -1022.001066
4  -48.000000 0.000000
4 1 -27.626047 -391.763716
4 2 -22.822712 -119.057987
4 3 -41.949266 -443.101101
4 5 -30.928929 -363.036974
4 6 -27.737184 -350.795807
4 7 -39.792848 -251.023894
4 8 -30.409122 -327.167853
4 9 -47.532985 -Inf
4 10 -35.342344 -241.534816
4 11 -43.015581 -557.901289
4 12 -30.693266 -367.334457
4 13 -29.245134 -320.951938
4 14 -41.227603 -430.217072
4 15 -27.022916 -338.951698
4 16 -36.551647 -292.097047
4 17 -41.178452 -262.592644
4 18 -36.111210 -277.795427
4 19 -28.038891 -280.491076
4 20 -42.817575 -393.806834
4 1  2 -16.194836 -510.821703
4 1  3 -24.883372 -834.864817
4 1  5 -16.154837 -754.800690
4 1  6 -17.905802 -742.559523
4 1  7 -18.155679 -642.787610
4 1  8 -17.446510 -718.931569
4 1  9 -24.215313 -Inf
4 1  10 -19.258213 -633.298532
4 1  11 -18.771052 -949.665005
4 1  12 -16.665907 -759.098173
4 1  13 -20.059221 -712.715654
4 1  14 -22.152019 -821.980787
4 1  15 -19.752347 -730.715414
4 1  16 -20.922744 -683.860763
4 1  17 -19.284642 -654.356360
4 1  18 -21.248372 -669.559142
4 1  19 -18.839876 -672.254792
4 1  20 -22.819536 -785.570550
4 2  3 -19.009536 -562.159088
4 2  5 -17.719628 -482.094962
4 2  6 -19.065203 -469.853794
4 2  7 -19.573360 -370.081882
4 2  8 -17.238583 -446.225841
4 2  9 -20.167819 -Inf
4 2  10 -16.191875 -360.592803
4 2  11 -15.258130 -676.959277
4 2  12 -19.867390 -486.392444
4 2  13 -19.733311 -440.009926
4 2  14 -19.919688 -549.275059
4 2  15 -19.842744 -458.009685
4 2  16 -19.010342 -411.155034
4 2  17 -16.143988 -381.650632
4 2  18 -17.791654 -396.853414
4 2  19 -17.364303 -399.549063
4 2  20 -19.461632 -512.864821
4 3  5 -25.767951 -806.138075
4 3  6 -24.336125 -793.896908
4 3  7 -20.845465 -694.124995
4 3  8 -16.307708 -770.268954
4 3  9 -21.869183 -Inf
4 3  10 -25.897971 -684.635916
4 3  11 -27.321555 -1001.002390
4 3  12 -23.300834 -810.435558
4 3  13 -25.088191 -764.053039
4 3  14 -28.332554 -873.318172
4 3  15 -17.819037 -782.052798
4 3  16 -26.196551 -735.198148
4 3  17 -27.069214 -705.693745
4 3  18 -23.796901 -720.896527
4 3  19 -22.896143 -723.592176
4 3  20 -30.500218 -836.907934
4 5  6 -23.211413 -713.832781
4 5  7 -22.635318 -614.060869
4 5  8 -21.906662 -690.204828
4 5  9 -26.701188 -Inf
4 5  10 -24.052138 -604.571790
4 5  11 -15.172034 -920.938264
4 5  12 -22.426198 -730.371431
4 5  13 -22.787136 -683.988913
4 5  14 -22.236987 -793.254046
4 5  15 -22.140000 -701.988672
4 5  16 -22.355095 -655.134021
4 5  17 -26.983822 -625.629619
4 5  18 -23.021346 -640.832401
4 5  19 -20.216282 -643.528050
4 5  20 -25.491118 -756.843808
4 6  7 -24.792574 -601.819701
4 6  8 -24.496023 -677.963660
4 6  9 -24.996351 -Inf
4 6  10 -18.862155 -592.330622
4 6  11 -21.093722 -908.697096
4 6  12 -24.570855 -718.130264
4 6  13 -25.320139 -671.747745
4 6  14 -23.136799 -781.012878
4 6  15 -23.072338 -689.747505
4 6  16 -21.307907 -642.892854
4 6  17 -21.531330 -613.388451
4 6  18 -22.592024 -628.591233
4 6  19 -20.080126 -631.286882
4 6  20 -24.215194 -744.602641
4 7  8 -25.743062 -578.191748
4 7  9 -32.594396 -Inf
4 7  10 -25.853020 -492.558710
4 7  11 -27.665956 -808.925184
4 7  12 -24.850876 -618.358351
4 7  13 -24.447032 -571.975833
4 7  14 -27.586359 -681.240966
4 7  15 -24.831409 -589.975592
4 7  16 -23.010946 -543.120941
4 7  17 -26.771759 -513.616539
4 7  18 -23.297043 -528.819321
4 7  19 -22.018234 -531.514970
4 7  20 -29.692818 -644.830728
4 8  9 -25.002607 -Inf
4 8  10 -23.375435 -568.702669
4 8  11 -23.410122 -885.069143
4 8  12 -22.974406 -694.502310
4 8  13 -22.283138 -648.119792
4 8  14 -22.112205 -757.384925
4 8  15 -23.303570 -666.119551
4 8  16 -22.140762 -619.264900
4 8  17 -20.867978 -589.760498
4 8  18 -21.016060 -604.963280
4 8  19 -19.903421 -607.658929
4 8  20 -26.361621 -720.974687
4 9  10 -28.646409 -Inf
4 9  11 -36.106804 -Inf
4 9  12 -26.421374 -Inf
4 9  13 -25.115791 -Inf
4 9  14 -29.351464 -Inf
4 9  15 -23.078159 -Inf
4 9  16 -31.462815 -Inf
4 9  17 -37.519280 -Inf
4 9  18 -26.858627 -Inf
4 9  19 -22.244658 -Inf
4 9  20 -38.167399 -Inf
4 10  11 -27.508731 -799.436105
4 10  12 -21.944661 -608.869272
4 10  13 -21.632440 -562.486754
4 10  14 -24.819504 -671.751887
4 10  15 -21.626858 -580.486513
4 10  16 -26.095631 -533.631862
4 10  17 -26.935610 -504.127460
4 10  18 -24.838990 -519.330242
4 10  19 -18.614922 -522.025891
4 10  20 -26.744088 -635.341649
4 11  12 -22.806376 -925.235746
4 11  13 -23.143239 -878.853228
4 11  14 -30.892695 -988.118361
4 11  15 -21.801427 -896.852987
4 11  16 -31.783046 -849.998336
4 11  17 -34.408453 -820.493934
4 11  18 -25.413466 -835.696716
4 11  19 -20.286995 -838.392365
4 11  20 -36.506232 -951.708123
4 12  13 -26.343024 -688.286395
4 12  14 -26.462259 -797.551528
4 12  15 -23.219922 -706.286155
4 12  16 -22.962182 -659.431504
4 12  17 -27.760699 -629.927101
4 12  18 -26.290838 -645.129883
4 12  19 -24.152414 -647.825532
4 12  20 -25.712847 -761.141291
4 13  14 -26.418424 -751.169010
4 13  15 -23.557465 -659.903636
4 13  16 -25.552756 -613.048985
4 13  17 -21.535042 -583.544583
4 13  18 -24.634977 -598.747365
4 13  19 -25.138749 -601.443014
4 13  20 -25.662647 -714.758772
4 14  15 -24.055647 -769.168769
4 14  16 -30.086749 -722.314118
4 14  17 -33.559076 -692.809716
4 14  18 -27.384859 -708.012498
4 14  19 -22.741065 -710.708147
4 14  20 -33.136082 -824.023905
4 15  16 -22.677462 -631.048745
4 15  17 -21.801795 -601.544342
4 15  18 -22.870285 -616.747124
4 15  19 -21.416256 -619.442773
4 15  20 -24.354381 -732.758531
4 16  17 -27.469854 -554.689691
4 16  18 -23.722228 -569.892473
4 16  19 -23.034960 -572.588122
4 16  20 -28.792223 -685.903881
4 17  18 -26.348543 -540.388071
4 17  19 -20.736916 -543.083720
4 17  20 -31.900876 -656.399478
4 18  19 -22.257427 -558.286502
4 18  20 -24.339230 -671.602260
4 19  20 -25.835592 -674.297909
5  -48.000000 0.000000
5 1 -38.289263 -0.345705
5 2 -12.569497 -0.174663
5 3 -44.214049 -354.001502
5 4 -38.225832 -363.036974
5 6 -32.943918 -301.944104
